Sr No,Date (dd/mm/yyyy),Startup Name,Industry Vertical,City  Location,Investors Name,Investment Type,  Amount in USD  ,Remarks
2375,30/10/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,Bengaluru,Unilazer Ventures,Seed Funding,0.00,
2376,30/10/2015,Instavans,Truck Aggregator & Logistics service,Bengaluru,Suresh Vaswani,Seed Funding,0.00,
2377,30/10/2015,LiftO,Ridesharing Mobile app,Mumbai,Rajesh Bhatia Dheeraj Mehta & Others,Seed Funding,130000.00,
2378,30/10/2015,TinyOwl,Food Discovery & Delivery Mobile app,Mumbai,Sequoia Capital Matrix Partners,Private Equity,7500000.00,Series B
2379,30/10/2015,Toppr.com,Competitive exam learning platform,Mumbai,InnoVen Capital,Private Equity,2000000.00,Series C
2380,30/10/2015,Kleeto,Document Digitization platform,Gurgaon,GREX,Seed Funding,230000.00,pre-Series A
2381,30/10/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,80000.00,
2382,31/10/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,Chandigarh,Paytm,Private Equity,10000000.00,Series B
2383,1/9/2015,TOFlo,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.00,
2384,1/9/2015,FXMartIndia,Payment Services platform,Chandigarh,Flipkart,Private Equity,0.00,Strategic Investment (Majority Stake)
2385,1/9/2015,Stylecracker,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,1000000.00,Series A
2386,1/9/2015,Luxuryhues,Luxury goods Shopping Platform,Gurgaon,Reliance Capital,Private Equity,900000.00,Series A
2387,2/9/2015,HolaChef,Food Delivery Platform,Mumbai,Ratan Tata,Private Equity,0.00,Part of Series A raised in June 2015
2388,2/9/2015,Zivame,Online Lingerie Marketplace,Bengaluru,Zodius Technology Fund Khazanah Nasional Berhad,Private Equity,40000000.00,Series C
2389,2/9/2015,Capillary Tech,Cloud software solutions,New Delhi,Warburg Pincus Sequoia Capital Norwest Venture Partners,Private Equity,45000000.00,Series D
2390,3/9/2015,Jobspire,Job Search Platform,Bengaluru,Purvi Capital,Seed Funding,260000.00,
2391,3/9/2015,MeraDoctor,Doctor consultancy Mobile App,Mumbai,India Quotient & other investors,Seed Funding,0.00,
2392,3/9/2015,Vistaar Finance,Small Business Financing (NBFC),Bengaluru,WestBridge Capital Omidyar Network Elevar Equity Saama Capital Lok Capital,Private Equity,40000000.00,
2393,3/9/2015,HiJinny,Beauty & Wellness Services Marketplace,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,0.00,
2394,4/9/2015,Clapsnslaps,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.00,
2395,4/9/2015,Blubox,ECommerce Brands Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,100000.00,
2396,4/9/2015,RoomCentral,Cloud-based Hotel Booking Platform,Bengaluru,Karanpal Singh,Seed Funding,2000000.00,
2397,7/9/2015,YouthKiAwaaz,Community Driven News/Views Platform,New Delhi,Raghav Bahl Ritu Kapur,Seed Funding,600000.00,
2398,7/9/2015,Prozo,Study Material Marketplace,New Delhi,Nalin Jain Shomil Pant Dinesh Kundu & others,Seed Funding,205000.00,
2399,7/9/2015,Zomato,Restaurant Ratings & Reviews platform,Gurgaon,Temasek Vy Capital,Private Equity,60000000.00,Late Stage
2400,7/9/2015,Sahayog Dairy,Dairy Based Product Manufacturer,Bhopal,Acumen Fund,Private Equity,1800000.00,Series A
2401,8/9/2015,MockBank,Government Test Preparation platform,Bengaluru,Blume Ventures,Seed Funding,400000.00,
2402,8/9/2015,ReportBee,Smart Report Cards for Schools,Chennai,India Educational Investment Fund,Seed Funding,0.00,
2403,8/9/2015,GuruG Learning,Teacher empowerment platform,Bengaluru,India Educational Investment Fund,Seed Funding,0.00,
2404,10/9/2015,OnlineTyari,Multilingual Test Preparation Platform,Gurgaon,500 Startups TV Mohandas Pai Tandem Capital Vikram Chachra Aloke Bajpai,Private Equity,770000.00,Series A
2405,10/9/2015,IndustryBuying,Industrial Tools Marketplace,New Delhi,Kalaari Capital SAIF Partners Beenextan investment fund,Private Equity,9200000.00,Series B
2406,10/9/2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Bengaluru,Nanadan Nilekani InMobi Paytm,Seed Funding,315000.00,
2407,11/9/2015,FitMeIn,Gym & Fitness Studios Subscription platform,New Delhi,Green House Ventures,Seed Funding,100000.00,
2408,11/9/2015,Envoged,pre-used luxury item Marketplace,Mumbai,Ankush Nijhawan Manish Dhingra Gaurav Bhatnagar,Seed Funding,0.00,
2409,11/9/2015,Zapyle,pre-used apparel shopping mobile app,Bengaluru,N/A,Seed Funding,1000000.00,
2410,11/9/2015,Renomania,Home Design & D\\xc3\\xa9cor platform,New Delhi,Subodh Gupta,Seed Funding,0.00,
2411,12/9/2015,CredR,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,15000000.00,Series A
2412,12/9/2015,YatraGenie,Online Bus & Cab ticketing platform,Hyderabad,Ash Bhardwaj,Private Equity,0.00,Series A
2413,14/09/2015,CanvasFlip,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.00,
2414,14/09/2015,Shadowfax,Hyperlocal Delivery Services,Gurgaon,Eight Roads Ventures,Private Equity,9000000.00,Series A
2416,14/09/2015,Ola Cabs,Cab rental Mobile app,Bengaluru,Falcon Edge Capital NY based Hedge Fund Tiger Global Softbank,Private Equity,225000000.00,Late Stage
2417,15/09/2015,Coverfox,Online Insurance Distribution Platform,Mumbai,Cataraman Ventures,Private Equity,2000000.00,Part of 012M Series B funding
2418,15/09/2015,MoEngage,Mobile Marketing Automation Platform,Bengaluru,Helion Venture Partners Exfinity Ventures,Private Equity,4250000.00,Series A
2419,15/09/2015,Mubble,Prepaid Mobile Bill Manager App,Bengaluru,dan Nilekani,Seed Funding,0.00,
2420,15/09/2015,Tea Trails,Chain of Tea Cafs,Mumbai,Anil Matai Vikram Tandon Shyam Sundar R & others,Seed Funding,1000000.00,
2421,15/09/2015,Room on Call,Branded Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,300000.00,
2422,15/09/2015,FYNE,Home Fitting & Fixtures Marketplace,Bengaluru,Sandeep Dama & Others,Seed Funding,0.00,Pre-Series A
2423,16/09/2015,ChaiPoint,Food Subscription platform,Bengaluru,Eight Roads Ventures,Private Equity,10000000.00,Series A
2424,16/09/2015,WedmeGood.com,Wedding Planning Platform,Gurgaon,Indian Angel Network,Seed Funding,410000.00,
2425,16/09/2015,XSTOK,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,450000.00,
2426,17/09/2015,UniLog,ECommerce Data Analytics Platform,Bengaluru,Kalaari Capital,Private Equity,0.00,
2427,17/09/2015,Paintcollar,Designer Merchandize Marketplace,Mumbai,Applyifi,Seed Funding,0.00,Bridge Funding
2428,17/09/2015,YepMe,Private label Fashion eTailer,Gurgaon,Khazanah Nasional Berhad Helion Venture Partners,Private Equity,75000000.00,Series D
2429,17/09/2015,Bueno,Online Food ordering & delivery,Gurgaon,High Networth Individuals (No details),Seed Funding,600000.00,
2430,18/09/2015,Plabro,Real Estate Broker Platform App,New Delhi,Sachin Bansal & Binny Bansal Sol Primero Outbox Ventures Sangram Singh,Seed Funding,350000.00,
2431,18/09/2015,CureJoy,Online Health & Wellness platform,Bengaluru,Accel Partners Subrata Mitra Larry Braitman Venk Krishna,Private Equity,1150000.00,Pre-Series A
2432,18/09/2015,Briston Technomach,Internet of Things platform,New Delhi,0,Seed Funding,150000.00,
2433,18/09/2015,LabStreet,Diagnostic Labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,150000.00,
2434,19/09/2015,DailyNinja,Hyperlocal Delivery Platform,Bengaluru,Aprameya Radhakrishna Naman Sarawagi Afsal Salu,Seed Funding,0.00,
2435,21/09/2015,Portea Medical,Home Medical Care Services,Bengaluru,Accel Partners International Finance Corporation (IFC) Qualcomm Ventures Ventureast,Private Equity,37500000.00,
2436,21/09/2015,Neotrade Analytics,Real-Time stock data platform,Bengaluru,Rainmatter,Seed Funding,235000.00,
2437,21/09/2015,DishCo,Food discovery & table booking app,Mumbai,Ad Mahindra Uday Punj Ashish Hemrajani Sanjeev Mehra,Seed Funding,0.00,
2438,21/09/2015,LafaLafa,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,125000.00,thru Accelerator
2439,21/09/2015,ConnectAbank,Ficial Products lead generation platform,Mumbai,Prakhar Bumb,Seed Funding,0.00,
2440,22/09/2015,VillFarm,Sustainable Agri-inputs Firm,Bengaluru,Unitus Seed Fund Rianta Capital R Ramaraj Sunil Edwards,Seed Funding,0.00,
2441,22/09/2015,Bestdealfinance,Financial Services Portal,Mumbai,Kalaari Capital YourNest Angel Fund,Private Equity,3000000.00,Series A
2442,22/09/2015,GameXS.in,Pre-owned games Marketplace,New Delhi,Lead Angels,Seed Funding,0.00,
2443,22/09/2015,The Man Company,Content-based Subscription eCommerce platform,New Delhi,Karan Bajwa Amanpreet Bajaj Manish Vij,Seed Funding,0.00,
2444,22/09/2015,Virtual Logic,virtual reality 3d simulation and stereoscopic products,Bengaluru,Swarnim Multiventures,Private Equity,800000.00,Pre-Series A
2445,22/09/2015,Furdo,Online Interior Designing platform,Bengaluru,Bhavdeep Reddy,Seed Funding,400000.00,
2446,22/09/2015,LogiNext,End-to-end Logistics platform,Mumbai,Paytm,Private Equity,10000000.00,Series A
2447,22/09/2015,Korra,Private Label Apparel sales,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000.00,
2448,23/09/2015,Credihealth,Healthcare Consulting platform,Gurgaon,Rajat Malhotra,Seed Funding,0.00,
2449,23/09/2015,Amigobulls,Stock Market Portal,Bengaluru,Sharad Sharma Vijay Ad Mohandas Pai. Pallav Nadhani Singapore Angels Network & others,Seed Funding,0.00,
2450,23/09/2015,SilverPush,Cross-device retargeting platform,Gurgaon,M&S Partners,Private Equity,1200000.00,Series A
2451,23/09/2015,Juggernaut,Digital & Physical Publishing platform,New Delhi,William Bissell Neeraj Aggarwal Nandan Nilekani,Private Equity,2250000.00,Series A
2452,23/09/2015,InnerChef,Food Delivery Platform,New Delhi,Phanindra Sama Anupam Mittal Vijay Shekhar Sharma Vishal Gondal Sateesh Andara & others,Private Equity,1750000.00,pre-Series A
2453,24/09/2015,Quintype,Data Driven Publishing platform,Bengaluru,Raghav Bahl,Private Equity,3300000.00,
2454,24/09/2015,Capabiliti,Employee OnBoarding & Orientation platform,Noida,500 Startups Smile Multimedia Kunal Bahl Rohit Bansal Girish Matrubootham,Seed Funding,400000.00,
2455,24/09/2015,Fourth Partner Energy,Solar Power Solutions company,Hyderabad,Infuse Ventures The Chennai Angels,Private Equity,2000000.00,Series A
2456,24/09/2015,Licious,Online Meat Ordering platform,Bengaluru,Kanwaljit Singh TV Mohandas Pai,Seed Funding,1000000.00,
2457,25/09/2015,TravelKhana,online meal-booking platform for train travelers,New Delhi,Astarc Ventures & Others,Seed Funding,0.00,Pre-Series A
2458,28/09/2015,Quickli,hyperlocal delivery platform,New Delhi,500 Startups Mato Peric & Others,Seed Funding,0.00,
2459,28/09/2015,Ola Cabs,Cab Booking app platform,Bengaluru,Didi Kuaidi,Private Equity,30000000.00,late Stage (part of 0500M funding rnd)
2460,29/09/2015,Paytm,Ecommerce & M-Commerce platform,New Delhi,Alibaba Group Ant Financial,Private Equity,680000000.00,Late Stage (Alibaba @ 40% equity)
2461,29/09/2015,Inmobi,Mobile Advertising platform,Bengaluru,Tennenbaum Capital Partners & Others,Private Equity,100000000.00,Late Stage
2462,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,Gurgaon,Sequoia India SAIF Partners.,Private Equity,36000000.00,Series B
2463,29/09/2015,Hugefly,Ecommerce Product recommendation platform,Pune,Mayank Singhal and others,Seed Funding,0.00,
2464,29/09/2015,Brigge,Activity Based Social Network,Chennai,The Chennai Angels,Seed Funding,0.00,
2465,29/09/2015,Zakoopi,Fashion Discovery platform,New Delhi,Uniqorn Ventures,Seed Funding,350000.00,
2466,29/09/2015,LoanCircle,Consumer lending marketplace,Bengaluru,Zishaan Hayath Rahul Khanna & Others,Seed Funding,0.00,
2467,30/09/2015,Infoworks,Big Data Management Platform,Bengaluru,Nexus Venture Partners Knoll Ventures and others,Private Equity,5000000.00,
2468,30/09/2015,RedDoorz,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,1000000.00,
2469,30/09/2015,FirstTouch,Local Mobile OS,Gurgaon,Kunal Bahl Rohit Bansal Pranay Chulet Naveen Tiwari Amit Gupta Mayank Singhal,Seed Funding,0.00,Super angel round
2470,30/09/2015,Eywa Media,Digital Signal processing platform,Bengaluru,ah! Ventures Viktor Koenig PE Fund Mantra Ventures,Seed Funding,1000000.00,
2471,1/8/2015,Snapdeal,Ecommerce Marketplace,New Delhi,Alibaba Foxconn Softbank,Private Equity,500000000.00,Late Stage Round 7th (More details)
2472,1/8/2015,Ressy,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,400000.00,
2473,3/8/2015,Cuelearn,Tech-enabled learning,New Delhi,Alok Mittal,Seed Funding,0.00,
2474,3/8/2015,Connect India,ECommerce Logistics provider,New Delhi,Aavishkaar,Private Equity,5000000.00,Series A
2475,3/8/2015,The Home Salon,on-demand home beauty and wellness portal,Mumbai,VentureNursery,Seed Funding,0.00,
2476,3/8/2015,Jusride,Self Driven Car rental,Mumbai,Alok Mittal Zeeshan Hayat Niraj Singh Nikunj Jain Anirudh Damani Punit Goyal,Seed Funding,0.00,
2477,3/8/2015,Oyorooms,Budget Hotel accommodation brand,New Delhi,SoftBank Group Greenoaks Capital Sequoia Capital Lightspeed India,Private Equity,100000000.00,Series B
2478,3/8/2015,Glowship,Energy & Environment Online Marketplace,Bengaluru,Infuse Ventures,Seed Funding,0.00,
2479,3/8/2015,Wizrocket,User Engagment & Analytics platform,Mumbai,Sequoia Capital Accel Partners,Private Equity,9600000.00,Series B
2480,4/8/2015,Pickingo,On-Demand Delivery Logistics,New Delhi,Orios Venture Partners Zishaan Hayath,Private Equity,1300000.00,Series A
2481,5/8/2015,Grex,fund raising platform for startups,Pune,Kunal Bajaj Chandru Badrinarayanan,Seed Funding,650000.00,
2482,5/8/2015,LetsTransport,Logistics Tech Platform,Bengaluru,Rebright Partners Ankush Nijhawan Gaurav Bhatnagar Manish Dhingra,Seed Funding,1300000.00,
2483,5/8/2015,Zo Rooms,Online budget hotel chain,New Delhi,Tiger Global Management Orios Venture Partners,Private Equity,30000000.00,Series A
2484,5/8/2015,Doormint,Hyperlocal Handyman services,Mumbai,Helion Venture Partners Kalaari Capital,Private Equity,3000000.00,Series A
2485,5/8/2015,NightStay,hotel booking app,Noida,BedRock Ventures Rajesh Sawhney Shailesh Singh,Seed Funding,500000.00,
2486,5/8/2015,Zocalo,Rental Accomodation finder,New Delhi,Sachin Bhatia Rajesh Sawhney,Seed Funding,0.00,
2487,5/8/2015,Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,Ramesh Jogani Shailesh Viswanathan Jay Srinivasan,Seed Funding,785000.00,
2488,6/8/2015,Klozee,Luxury Apparel rental,Bengaluru,Tracxn Labs,Seed Funding,0.00,
2489,6/8/2015,Appvigil,App security testing platform,Mumbai,Ravi Gururaj Gaurav Sharma Viswanath Ramachandran RippleWave,Seed Funding,500000.00,pre Series-A
2490,6/8/2015,practo,Doctor Appointment booking app,Bengaluru,Sofina Google Capital Altimeter Capital Sequoia Capital Global Equities Yuri Milner Sequoia Capital Matrix Partners,Private Equity,90000000.00,Series C
2491,6/8/2015,LoudShout,anonymous bulletin board app,New Delhi,Sanjay Sethi Ravi Jaipuria & others,Seed Funding,0.00,
2492,6/8/2015,Wetravelsolo,Travel community platform,New Delhi,CCube Angels Frontline Strategy,Seed Funding,0.00,
2493,6/8/2015,Ketto,Crowd funding platform,Mumbai,Chennai Angels Calcutta Angels ah! Ventures Intellecap Impact Investment Network Indus Age Partners Singapore Angel Network India Internet Fund LetsVenture,Seed Funding,700000.00,
2494,6/8/2015,Ezetap,Mobile based PoS solution,Bengaluru,Horizons Ventures Capricorn Investment Group Social+Capital Helion Advisors Berggruen Holdings,Private Equity,25000000.00,Series C
2495,6/8/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,Mumbai,Inflexionpoint Pramod Bhasin Sixth Sense Ventures Vindi Banga Hiro Mashita,Private Equity,0.00,Series A
2496,7/8/2015,Carls Jr,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,630000.00,
2497,7/8/2015,EasyRewardz,Loyalty Programs & Reward Points,Mumbai,Wealth First Ashneer Grover Atul Phadnis,Private Equity,500000.00,Pre-Series A
2498,7/8/2015,GIBSS,Energy saving solutions provider,Mumbai,responsAbility Investments Infuse Ventures,Private Equity,0.00,Series A
2499,7/8/2015,StoreMore.in,Self-Storage Spaces,Noida,Bedrock Ventures,Seed Funding,0.00,
2500,7/8/2015,iOrderFresh,Grocery retail Mobile app,New Delhi,Best Foodworks,Seed Funding,0.00,
2501,10/8/2015,MyTaxiIndia,Taxi Rental platform,Gurgaon,Nihon Kotsu,Private Equity,500000.00,Pre Series-A
2502,10/8/2015,eSadar,ecommerce,New Delhi,Neha Vats Gaurav Vats,Seed Funding,80000.00,
2503,10/8/2015,Actionable Analytics,Machine Learning Platform,New Delhi,B M Gupta Vinod Singhal,Seed Funding,0.00,
2504,10/8/2015,MyPoolin,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.00,QPrize Contest Winners
2505,10/8/2015,NearBuy (previously groupon India),Hyper-Local Ecommerce,New Delhi,Sequoia Capital,Private Equity,16000000.00,Series A
2506,10/8/2015,Inkmonk,Online printing marketplace,Chennai,Girish Mathrubootham Phanindra Sama Vikram Chachra Others from LetsVenture,Seed Funding,250000.00,
2507,10/8/2015,ToneTag,mobile payment software platform,Bengaluru,Reliance Capital Venture,Private Equity,1000000.00,Series A
2508,10/8/2015,Grey Orange,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,30000000.00,Series B
2509,11/8/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,Bengaluru,Helion Ventures Jungle Ventures & Bessemer Venture Partners,Private Equity,8000000.00,Series A
2510,11/8/2015,WOW! MOMO,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,1600000.00,
2511,11/8/2015,RainCan,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000.00,
2512,11/8/2015,Allygrow Technologies,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000.00,Series A
2513,11/8/2015,Infogain,Business and IT consulting,New Delhi,ChrysCapital,Private Equity,63000000.00,N/A
2514,12/8/2015,OneAssist,Credit Card Fraud protection solutions,Mumbai,Sequoia Capital Lightspeed Ventures,Private Equity,7500000.00,Series B
2515,12/8/2015,BigBasket,Online & mobile Grocery store,Bengaluru,Bessemer Venture Partners,Private Equity,50000000.00,Series C
2516,12/8/2015,Sheroes,Career Community for Women,Noida,Quintillion Media 500 Startups,Seed Funding,770000.00,
2517,12/8/2015,Scripbox,Mutual Fund Investing platform,Bengaluru,Accel Partners Deep Kalra Rajesh Magow Mohit Gupta Shamik Sharma,Private Equity,2500000.00,Series A
2518,13/08/2015,etaout,Ecommerce Marketing Software Platform,Noida,Amit Ranjan Vijay Shekhar Sharma Kunal Bahl Girish Mathrubootham & Group of other Angel investors,Seed Funding,500000.00,
